Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jaipur,27/5/20,44,34,38.8,44,32.4,38.3,10.7,21.5,0,0,0,,0,0,50.4,25.9,278.1,999.6,16.5,3.3,305.2,26.2,9,,2020-05-27 5:34:07,2020-05-27 19:14:05,0.16,Clear,Clear conditions throughout the day.,☀️,"VIJP,remote,42348099999"
Jaipur,28/5/20,43,33,37.2,41.4,32.3,36.9,14,26.7,0,0,0,,0,0,36.4,21.5,201.9,999.1,9.8,3.5,305.8,26.5,9,,2020-05-28 5:33:50,2020-05-28 19:14:36,0.2,Clear,Clear conditions throughout the day.,☀️,"VIJP,remote,42348099999"
Jaipur,29/5/20,41,27.2,33.4,40,28.2,33.6,15,37.7,0,0,0,,0,0,46.4,34.5,98.7,1001.8,29,3.1,297.2,25.6,10,,2020-05-29 5:33:35,2020-05-29 19:15:06,0.23,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,30/5/20,35,23,28.1,36.1,23,28.7,20,65.4,12,100,8.33,rain,0,0,31.7,27.7,50.6,1005.6,49.7,3.2,258.7,22.4,8,,2020-05-30 5:33:22,2020-05-30 19:15:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,31/5/20,32.1,24,28,33.5,24,29.2,20.7,66.4,0,0,0,,0,0,29.5,16.6,324,1007.1,47.8,3.5,278,24.1,9,,2020-05-31 5:33:09,2020-05-31 19:16:05,0.3,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,01/6/20,37,22.5,28.1,38,22.5,28.7,18.5,58.6,12,100,4.17,rain,0,0,64.8,46.4,78.7,1007.9,38.5,3.3,301.5,25.9,9,,2020-06-01 5:32:58,2020-06-01 19:16:34,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,02/6/20,37,23.6,30,37.5,23.6,30.1,16.9,48.8,0,0,0,,0,0,33.5,92.5,324.9,1006.1,34.1,3.5,279.6,24.2,9,,2020-06-02 5:32:49,2020-06-02 19:17:02,0.37,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,03/6/20,37,25.9,29.8,37.3,25.9,30.5,17.7,49.4,0.9,100,4.17,rain,0,0,37.1,20.5,47.1,1004.2,40.5,3.2,274.8,23.7,9,,2020-06-03 5:32:40,2020-06-03 19:17:30,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,04/6/20,34,26,29.5,35.1,26,30.4,18.5,52.8,0,0,0,,0,0,27.7,14.8,110.5,1003.1,65.9,3.2,224.4,19.5,7,,2020-06-04 5:32:33,2020-06-04 19:17:57,0.45,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,05/6/20,34,25,28.4,35.1,25,29.1,19.2,58.9,0.5,100,4.17,rain,0,0,36.4,20.3,97.5,1003.1,42.1,3.3,276.1,23.9,9,,2020-06-05 5:32:27,2020-06-05 19:18:24,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,06/6/20,37,24.9,29.7,37.7,24.9,30.6,19.2,56,0,0,0,,0,0,42.1,22.3,77.6,1002.5,42.7,3.7,256.7,22.3,9,,2020-06-06 5:32:22,2020-06-06 19:18:50,0.5,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,07/6/20,37,26.1,30.2,38.6,26.1,31.9,19.9,55.5,10,100,4.17,rain,0,0,37.1,18.4,279.4,1002.7,42.5,3.2,269.6,23.2,9,,2020-06-07 5:32:19,2020-06-07 19:19:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,08/6/20,39,25.1,32,42.6,25.1,34.1,20.4,53.5,0,0,0,,0,0,33.1,16.6,269.7,1002.4,52.8,3.3,266.6,23.1,9,,2020-06-08 5:32:17,2020-06-08 19:19:40,0.58,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,09/6/20,40,30,34.6,41.4,31.9,36.4,18.7,41.5,0,0,0,,0,0,34.2,20.5,308.4,1002.5,39.8,3.7,283.1,24.5,9,,2020-06-09 5:32:16,2020-06-09 19:20:04,0.61,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,10/6/20,41,30.4,34.7,43,33.5,37.2,19.7,42.8,0,0,0,,0,0,46.4,20.5,307.9,1001.9,52.5,3.3,257.8,22.4,9,,2020-06-10 5:32:16,2020-06-10 19:20:27,0.64,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,11/6/20,40,27.9,34,43.4,30.5,36.9,20.3,46.5,0,0,0,,0,0,37.1,22.3,312.2,1000.4,52.1,3.6,277.7,24,8,,2020-06-11 5:32:17,2020-06-11 19:20:49,0.68,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,12/6/20,41,31,35.9,43,33.7,38.6,19.5,40.1,0,0,0,,0,0,25.6,16.6,34.7,998.6,44.2,3.6,260,22.5,8,,2020-06-12 5:32:20,2020-06-12 19:21:11,0.71,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,13/6/20,38,32.2,35,41.4,34.4,37.5,19.7,40.9,0,0,0,,0,0,37.1,23.2,43.8,999.1,47.2,3.3,242.3,21,8,,2020-06-13 5:32:24,2020-06-13 19:21:31,0.75,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,14/6/20,40,31,34.3,44.4,34.9,37.8,21,46.8,0,0,0,,0,0,37.1,18.4,62,1000.7,51.3,3.2,188.1,16.2,8,,2020-06-14 5:32:29,2020-06-14 19:21:51,0.77,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,15/6/20,42,28.8,35.4,42.7,32.6,37.7,18.9,42.4,0,0,0,,0,0,23.4,14.8,302.2,999.5,39.1,3.8,295.2,25.6,9,,2020-06-15 5:32:35,2020-06-15 19:22:10,0.81,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,16/6/20,44,30.4,37.1,44,32.2,38.4,16.4,32.8,0,0,0,,0,0,33.5,18.4,12,996.3,34.6,3.7,278.8,24,9,,2020-06-16 5:32:42,2020-06-16 19:22:28,0.84,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,17/6/20,43.6,14,35.9,43.6,14,36.7,16.1,34.8,0,0,0,,0,0,39.6,18.4,318.7,995.8,33,3.7,276.2,23.9,8,,2020-06-17 5:32:51,2020-06-17 19:22:45,0.87,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,18/6/20,43.9,33.8,37.9,43.9,35.7,39.4,17.2,31.8,0,0,0,,0,0,42.1,19.8,290.2,997.3,27.6,3.7,292.4,25.2,9,,2020-06-18 5:33:00,2020-06-18 19:23:01,0.9,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,19/6/20,42,32.5,37,44.9,34.4,39.8,19.2,36.9,0,0,0,,0,0,46.8,23.4,287.8,999.1,32.7,3.7,275.2,23.7,9,,2020-06-19 5:33:11,2020-06-19 19:23:16,0.94,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,20/6/20,40,27,33.7,44.9,30.1,37.1,20.9,49.7,4,100,8.33,rain,0,0,49.3,22.3,280.9,1001.5,57.3,3.5,289.4,25.1,9,,2020-06-20 5:33:23,2020-06-20 19:23:30,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,🌧️,"VIJP,42348099999"
Jaipur,21/6/20,38.9,27,31.8,42.6,29.6,35.3,22,58.4,3,100,4.17,rain,0,0,50.4,27.7,300,1000.9,40.3,3.6,257,22.2,8,,2020-06-21 5:33:35,2020-06-21 19:23:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,22/6/20,38.2,28,32.8,42.8,31.9,36.7,21.9,54.2,0.4,100,4.17,rain,0,0,37.4,18.4,300.1,1000.1,51.5,3.7,262.8,22.8,8,,2020-06-22 5:33:49,2020-06-22 19:23:54,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,23/6/20,38.9,29,33.4,42.3,32,37.3,21.8,52.3,0,0,0,,0,0,28.4,22.3,10.5,1001.4,52.9,3.6,236.9,20.7,7,,2020-06-23 5:34:03,2020-06-23 19:24:05,0.07,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,24/6/20,34,28,30.5,40.7,31.9,35.8,24.1,68.9,0.7,100,4.17,rain,0,0,40,20.5,106.5,1002.9,62.4,3,177.6,15.6,7,,2020-06-24 5:34:19,2020-06-24 19:24:14,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,25/6/20,38.1,27.5,31.9,43.6,30.5,36.6,23.2,61.7,1,100,4.17,rain,0,0,43.9,18.4,276.3,1001.6,59.6,3.1,244.6,21.2,8,,2020-06-25 5:34:35,2020-06-25 19:24:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,26/6/20,37,28,31.7,43.2,32,36.3,22.8,60,3,100,4.17,rain,0,0,39.2,23.2,302.5,1001.1,55,2.7,222.1,19.2,8,,2020-06-26 5:34:53,2020-06-26 19:24:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,27/6/20,39,28,34.2,43.3,31.9,38.5,22.1,51.8,0,0,0,,0,0,43.2,22.3,263.6,1000.3,46.7,3.8,269.8,23.3,8,,2020-06-27 5:35:11,2020-06-27 19:24:36,0.22,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,28/6/20,40,31,35.7,44.8,33.7,38.8,20.2,41.5,0,0,0,,0,0,48.2,22.3,263.6,999.8,42.8,3.6,289.6,25.1,9,,2020-06-28 5:35:30,2020-06-28 19:24:41,0.25,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,29/6/20,41,31,35.7,44.2,33.9,39.1,20.5,42.7,0,0,0,,0,0,39.2,22.3,296.8,1000.6,38.9,3.9,283.6,24.5,9,,2020-06-29 5:35:50,2020-06-29 19:24:45,0.29,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,30/6/20,41,28.7,34.4,45.6,32.1,38.5,21.7,50.2,0,0,0,,0,0,38.5,14.8,151.4,1000.9,51.2,3.5,266.4,23,9,,2020-06-30 5:36:11,2020-06-30 19:24:47,0.32,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,01/7/20,40,29,34.2,45.6,33.4,38.7,22.1,51.2,5,100,4.17,rain,0,0,29.5,14.8,309.1,1000.2,56.9,3.5,267.4,23.3,9,,2020-07-01 5:36:32,2020-07-01 19:24:48,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,02/7/20,41,30,35.4,46.6,33.3,39.4,21.2,45.7,0,0,0,,0,0,47.2,22.3,306.2,998.4,46.3,3.1,264.1,22.8,8,,2020-07-02 5:36:54,2020-07-02 19:24:48,0.39,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,03/7/20,42,29.9,35.7,46.8,35,40.6,22.2,47.8,0,0,0,,0,0,44.3,18.4,292.5,997.8,51.6,3.7,262.8,22.8,9,,2020-07-03 5:37:17,2020-07-03 19:24:47,0.43,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,04/7/20,39.1,28,32.9,45.8,31.9,38,23.2,59,0,0,0,,0,0,46.4,27.7,281.3,997.7,50.2,3.2,271.8,23.5,8,,2020-07-04 5:37:41,2020-07-04 19:24:44,0.47,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,05/7/20,37,29,33,42.3,31.7,36.5,21.3,51.2,0,0,0,,0,0,31.3,22.3,63.9,997.8,45.7,3.7,215.7,18.8,7,,2020-07-05 5:38:05,2020-07-05 19:24:40,0.5,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,06/7/20,35.8,28.2,30.8,41.9,32.8,35.4,23.2,64.7,0,0,0,,0,0,29.9,18.4,248.9,997.9,56.9,3.4,228.6,19.7,7,,2020-07-06 5:38:30,2020-07-06 19:24:35,0.53,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,07/7/20,36,27,30.1,40.9,30.1,35.3,24.3,72.6,0.6,100,4.17,rain,0,0,37.1,22.3,79,999.7,55.4,3.2,221.5,19.1,7,,2020-07-07 5:38:55,2020-07-07 19:24:28,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,08/7/20,35,27.9,30.4,44.5,33.6,37.1,25.4,75.7,0,0,0,,0,0,27,20.5,85.4,1001.5,57.5,3.2,166.5,14.3,8,,2020-07-08 5:39:21,2020-07-08 19:24:21,0.6,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,09/7/20,36,28.8,31.9,43.2,35.1,38.6,24.9,68.3,0,0,0,,0,0,35.6,18.4,271,999.8,57.1,3.6,178.3,15.4,6,,2020-07-09 5:39:48,2020-07-09 19:24:11,0.63,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,10/7/20,37,29,33.2,44.7,32.5,38.1,22.9,56,0,0,0,,0,0,42.1,25.9,262.8,998.7,51.8,3.7,238.6,20.6,8,,2020-07-10 5:40:14,2020-07-10 19:24:01,0.66,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,11/7/20,37,29,33.3,42.3,33.5,38.4,22.9,55.8,0,0,0,,0,0,45,20.3,249.3,998.5,52.5,3.8,246.3,21.3,8,,2020-07-11 5:40:42,2020-07-11 19:23:49,0.7,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,12/7/20,36,28,30.3,41.9,33.6,36.3,24.8,73.6,4,100,4.17,rain,0,0,34.9,22.3,259.4,1000,59.8,3.4,221.5,19.2,8,,2020-07-12 5:41:10,2020-07-12 19:23:36,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,13/7/20,34,25,28.6,42.2,25,33.1,25.1,82,4,100,4.17,rain,0,0,39.6,93,306.1,1000.6,60,3.3,205.6,17.8,8,,2020-07-13 5:41:38,2020-07-13 19:23:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,14/7/20,38,27,32.8,45.3,30.6,38.1,23.5,60.8,0,0,0,,0,0,30.2,18.4,328.2,1000.5,52,3.6,257.9,22.4,8,,2020-07-14 5:42:06,2020-07-14 19:23:06,0.79,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,15/7/20,38,31,33.8,44.5,36.4,39.8,23.6,55.7,0,0,0,,0,0,27.4,18.4,2,999.7,57.7,3.5,241.1,21,8,,2020-07-15 5:42:35,2020-07-15 19:22:48,0.82,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,16/7/20,36.8,29,32,43.3,35.5,38.2,24.3,65.1,0,0,0,,0,0,37.1,18.4,86.5,999,55.1,3.4,236.9,20.4,8,,2020-07-16 5:43:05,2020-07-16 19:22:30,0.86,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,17/7/20,39,29,33.1,46,34.5,40.2,24.8,63.5,0,0,0,,0,0,29.5,20.5,104.2,999.1,50.2,3.6,233.9,20.2,8,,2020-07-17 5:43:34,2020-07-17 19:22:10,0.89,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,18/7/20,39,30.2,33.4,45.9,35.7,40.2,24.4,60.6,0,0,0,,0,0,37.1,22.3,117.5,1000.9,48.8,3.4,250.2,21.5,9,,2020-07-18 5:44:04,2020-07-18 19:21:49,0.92,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,19/7/20,35,29.7,32.2,43.4,34.6,38.9,24.6,64.7,0,0,0,,0,0,44.3,20.5,281,1001,65.1,3.5,168.1,14.4,6,,2020-07-19 5:44:34,2020-07-19 19:21:27,0.95,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,20/7/20,37.1,28,31.1,43.4,31.9,37.1,24.5,69.1,0,0,0,,0,0,45.7,18.4,257.8,999.2,58.2,3.6,229.9,20.1,7,,2020-07-20 5:45:04,2020-07-20 19:21:03,0,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,21/7/20,34,27,30.8,38.6,30.6,35.4,23.4,66.3,0.1,100,4.17,rain,0,0,40.3,18.4,257.1,1001.2,61.4,3.1,229.3,19.9,8,,2020-07-21 5:45:35,2020-07-21 19:20:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,22/7/20,32.1,26.6,29.8,37.9,26.6,34.2,23.6,70.2,0,0,0,,0,0,53.6,29.5,297.2,1003.1,55.6,3.7,153.6,13.1,8,,2020-07-22 5:46:05,2020-07-22 19:20:11,0.06,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,23/7/20,35,24.6,30.1,40.6,24.6,34.4,23.2,68.1,0.4,100,4.17,rain,0,0,37.4,9.4,297.5,1002,53.6,3.1,211,18.2,8,,2020-07-23 5:46:36,2020-07-23 19:19:44,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,24/7/20,29,25,27.3,32.8,25,29.8,23.4,79.6,2,100,4.17,rain,0,0,31,7.6,287.5,1004.5,59.3,2.7,203.5,17.6,7,,2020-07-24 5:47:07,2020-07-24 19:19:15,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,25/7/20,34,26,28.9,40.6,26,32.9,24.3,77.2,0,0,0,,0,0,24.8,7.6,104.4,1005.6,54.2,3.3,220.5,19,8,,2020-07-25 5:47:38,2020-07-25 19:18:45,0.16,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,26/7/20,35,27,30,41.9,30.6,35.7,25,76,6,100,4.17,rain,0,0,37.1,18.4,168.2,1005.8,53.5,3.4,248.3,21.4,8,,2020-07-26 5:48:09,2020-07-26 19:18:13,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,27/7/20,37,28,32.1,43.3,33.6,38.8,24.9,67.2,0,0,0,,0,0,34.2,9.4,286.9,1004.2,45.4,3.6,254.7,22,8,,2020-07-27 5:48:40,2020-07-27 19:17:40,0.25,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,28/7/20,37,29.9,33.2,42.1,34.2,38.4,23.2,56.7,0,0,0,,0,0,40.3,18.4,274.7,1002.2,44.3,3.6,225.2,19.6,8,,2020-07-28 5:49:11,2020-07-28 19:17:07,0.27,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,29/7/20,36,27.9,31.3,42.9,31.3,36.5,23.7,65.1,0,0,0,,0,0,37.8,14,258.4,1001.8,55,3.5,224.1,19.3,8,,2020-07-29 5:49:42,2020-07-29 19:16:31,0.31,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,30/7/20,34.9,26,28.8,42,26,33.2,24.5,78.5,17,100,4.17,rain,0,0,37.1,18.4,143.4,1003.2,63.4,3,196.3,16.9,8,,2020-07-30 5:50:13,2020-07-30 19:15:55,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,31/7/20,34.5,26.5,30.5,43.1,26.5,35.9,24.4,70.9,0.9,100,8.33,rain,0,0,25.6,11.2,246,1002.8,62.4,3.6,206.2,17.8,7,,2020-07-31 5:50:44,2020-07-31 19:15:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,01/8/20,33,27,28.9,42.1,30.6,34.9,25.8,83.8,15,100,4.17,rain,0,0,20.2,7.6,242.6,1002.4,73.2,2.9,182,15.7,7,,2020-08-01 5:51:16,2020-08-01 19:14:39,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,02/8/20,36.1,26.2,31,44.7,26.2,36.1,24.4,69.5,0,0,0,,0,0,28.8,16.6,275.6,1000.8,61.5,3.7,244.8,21.3,8,,2020-08-02 5:51:47,2020-08-02 19:13:59,0.45,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,03/8/20,31.2,23,28,37.7,23,32.2,24.8,83.4,63,100,8.33,rain,0,0,37.8,14.8,271.3,998.4,62.8,2.9,237,20.5,8,,2020-08-03 5:52:17,2020-08-03 19:13:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,04/8/20,36,27.8,31.6,43.7,33.8,38.9,25.5,71.1,0,0,0,,0,0,31.3,11.9,267.9,995.1,54.7,3.5,223.6,19.3,7,,2020-08-04 5:52:48,2020-08-04 19:12:36,0.52,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,remote,42348099999"
Jaipur,05/8/20,34,26,29.7,45.6,26,36.2,25.5,78.4,0.2,100,4.17,rain,0,0,46.4,27.7,43.4,994.9,59.2,3.1,210.3,18,7,,2020-08-05 5:53:19,2020-08-05 19:11:53,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,06/8/20,33,27,29.4,42.1,31.5,35.7,25.8,81.8,6,100,8.33,rain,0,0,56.2,29.5,70,996.4,74.3,3.1,206.6,17.8,7,,2020-08-06 5:53:50,2020-08-06 19:11:09,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,07/8/20,32,26,28.4,42.4,26,33.5,26.1,87.9,6,100,8.33,rain,0,0,36.4,20.9,96.5,999.7,71.8,3,95.6,8.2,4,,2020-08-07 5:54:20,2020-08-07 19:10:23,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,🌧️,"VIJP,remote,42348099999"
Jaipur,08/8/20,32,27.7,28.9,42.3,32.3,35.6,26.3,86.3,0.3,100,4.17,rain,0,0,32.8,14.8,264.9,1000.1,65.3,3,183.1,15.8,7,,2020-08-08 5:54:51,2020-08-08 19:09:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,09/8/20,34,26.5,29.3,43.5,26.5,35.2,25.9,82.8,17,100,8.33,rain,0,0,23.8,5.4,291.4,999.3,69.6,2.9,127.2,10.9,5,,2020-08-09 5:55:21,2020-08-09 19:08:50,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,10/8/20,33,26,28.8,43.8,26,35,26.6,89.1,10,100,8.33,rain,0,0,22.3,12.7,290.8,999.8,65.3,2.8,113.8,9.8,6,,2020-08-10 5:55:51,2020-08-10 19:08:01,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VIJP,42348099999"
Jaipur,11/8/20,33,25.8,28.4,43.8,25.8,34,26.6,90.7,33,100,16.67,rain,0,0,28.1,8.4,307.4,1000.5,74,2.3,132.8,11.3,6,,2020-08-11 5:56:21,2020-08-11 19:07:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VIJP,42348099999"
Jaipur,12/8/20,33.2,26,29.2,43.8,26,35.5,26.5,86.3,3,100,4.17,rain,0,0,36,9,268.2,1000.2,69.4,2.8,178.6,15.4,7,,2020-08-12 5:56:51,2020-08-12 19:06:22,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,13/8/20,32,27,29.3,42.3,31.2,36.9,26.8,86.7,0,0,0,,0,0,31,5.4,265.2,998.4,66.5,2.6,85.2,7.4,4,,2020-08-13 5:57:20,2020-08-13 19:05:30,0.81,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,14/8/20,28,25.9,26.7,34.5,25.9,29.7,26.2,96.9,108,100,12.5,rain,0,0,24.5,5.4,183.5,997.3,79.3,2.4,88,7.5,4,,2020-08-14 5:57:50,2020-08-14 19:04:38,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"VIJP,42348099999"
Jaipur,15/8/20,31,26,28.6,40.6,26,34.1,26.4,88.4,0,0,0,,0,0,22.7,7.6,125.6,997,64.8,3.3,104.7,9,5,,2020-08-15 5:58:19,2020-08-15 19:03:45,0.88,Partially cloudy,Partly cloudy throughout the day.,⛅,"VIJP,42348099999"
Jaipur,16/8/20,33,27.8,29.4,43.8,33.9,37,26.8,86.4,2,100,4.17,rain,0,0,37.1,18.4,224.8,998.4,70.7,3,114.7,9.7,6,,2020-08-16 5:58:48,2020-08-16 19:02:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,42348099999"
Jaipur,17/8/20,34,27,29.5,43.5,31.8,37.1,26.8,86.6,11,100,4.17,rain,0,0,16.9,18.4,139,999,67,2.6,211,18.3,7,,2020-08-17 5:59:17,2020-08-17 19:01:57,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,18/8/20,33,27,29.2,44.1,31.7,37.2,27.2,89.7,0.8,100,4.17,rain,0,0,21.2,9.4,273.7,1000,62.6,2.8,185.2,16,6,,2020-08-18 5:59:46,2020-08-18 19:01:01,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"VIJP,remote,42348099999"
Jaipur,19/8/20,32.2,24,27.8,41.9,24,32.9,26.2,91.7,97,100,12.5,rain,0,0,29.5,7.6,262,1000,68.3,2.4,75.9,6.5,3,,2020-08-19 6:00:15,2020-08-19 19:00:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"VIJP,42348099999"
